,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore
2021-08-24 00:00:00+02:00,2162.714285714286,0.0,502.2857142857143,991.8214285714286,0.0,19.0,-125.46428571428571,1265.7142857142858,27.571428571428573,4003.035714285714,20.0,10.0,0.0,340.0,840.75,2944.25
2021-08-24 01:00:00+02:00,2167.375,0.0,490.875,648.3125,0.0,19.0,-292.25,1239.5625,17.625,3997.0,20.0,10.0,0.0,335.25,741.0,2688.75
2021-08-24 02:00:00+02:00,2158.625,0.0,491.625,633.6875,0.0,19.0,-460.4375,1239.0625,12.6875,4011.6875,20.0,10.0,0.0,335.25,628.0,2496.0
2021-08-24 03:00:00+02:00,2145.375,0.0,492.0625,663.375,0.0,19.0,-458.5,1240.625,15.125,3990.5625,20.0,10.0,0.0,335.25,522.5,2330.25
2021-08-24 04:00:00+02:00,2132.9375,0.0,492.75,770.375,0.0,19.0,-464.5,1241.375,15.75,3988.9375,20.0,10.0,0.0,335.5,427.25,2218.25
2021-08-24 05:00:00+02:00,2121.5,0.0,564.625,962.8125,0.0,19.0,-257.625,1236.3125,25.9375,4011.6875,20.0,10.0,0.0,325.25,337.5,2121.75
2021-08-24 06:00:00+02:00,2117.375,0.0,763.5,1281.875,0.0,19.0,199.1875,1226.3125,48.125,3974.375,20.0,10.0,106.5,324.75,254.25,2006.75
2021-08-24 07:00:00+02:00,2125.375,0.0,986.8125,1512.375,0.0,19.0,333.1875,1220.125,51.6875,3959.75,20.0,10.0,916.5,324.25,201.75,1758.5
2021-08-24 08:00:00+02:00,2144.5625,0.0,1059.125,1583.6875,4.4375,19.0,420.375,1224.4375,55.5,3943.1875,20.0,10.0,2520.75,323.0,184.75,1367.0
2021-08-24 09:00:00+02:00,2160.3125,0.0,1022.625,1565.3125,0.0,19.0,310.3125,1229.5625,53.6875,3926.5,20.0,10.0,4243.25,331.0,171.25,1210.25
2021-08-24 10:00:00+02:00,2168.3125,0.0,862.625,1556.875,0.0,19.0,102.125,1234.4375,40.4375,3924.8125,20.0,10.0,5610.0,334.0,149.25,1310.25
2021-08-24 11:00:00+02:00,2178.0625,0.0,787.0,1574.25,0.0,19.0,-83.875,1245.3125,32.5625,3919.125,20.0,10.0,6548.5,334.25,124.25,1407.75
2021-08-24 12:00:00+02:00,2180.0625,0.0,791.0,1535.0625,0.0,19.0,-155.25,1252.125,15.0625,3948.25,20.0,10.0,7015.75,335.5,104.5,1521.75
2021-08-24 13:00:00+02:00,2178.4375,0.0,753.1875,1403.5,0.0,19.0,-275.875,1257.3125,17.6875,3890.5,20.0,10.0,7056.5,334.0,96.0,1693.5
2021-08-24 14:00:00+02:00,2175.5,0.0,744.3125,1321.375,0.0,19.0,-296.6875,1261.625,20.25,3851.0,20.0,10.0,6687.75,337.0,101.5,1855.75
2021-08-24 15:00:00+02:00,2167.0,0.0,739.5,1334.0,0.0,19.0,-254.0625,1258.0,23.375,3864.625,20.0,10.0,5952.25,335.25,121.75,1977.0
2021-08-24 16:00:00+02:00,2161.9375,0.0,822.4375,1411.4375,0.0,19.0,-101.625,1274.25,43.8125,3911.6875,20.0,10.0,4881.25,337.75,160.0,2095.5
2021-08-24 17:00:00+02:00,2146.75,0.0,1097.4166666666667,1449.0833333333333,0.0,19.0,25.333333333333332,1259.5833333333333,63.0,3946.3333333333335,20.0,10.0,3448.0,324.0,192.0,2151.0
2021-08-24 18:00:00+02:00,2149.25,0.0,1323.4166666666667,1626.25,0.0,19.0,90.75,1262.5,67.0,3972.1666666666665,20.0,10.0,1825.75,333.6666666666667,210.75,2079.25
2021-08-24 19:00:00+02:00,2150.3333333333335,0.0,1374.1666666666667,1692.0833333333333,0.0,19.0,319.25,1263.3333333333333,73.33333333333333,3977.0,20.0,10.0,550.5,326.0,222.0,1982.25
2021-08-24 20:00:00+02:00,2154.25,0.0,1382.5833333333333,1693.8333333333333,0.0,19.0,391.25,1272.9166666666667,73.16666666666667,4001.0833333333335,20.0,10.0,48.25,327.0,233.75,2092.75
2021-08-24 21:00:00+02:00,2153.0833333333335,0.0,1323.5,1688.0,0.0,19.0,303.9166666666667,1278.5833333333333,55.5,4000.8333333333335,20.0,10.0,0.0,327.6666666666667,244.25,2258.5
2021-08-24 22:00:00+02:00,2153.5833333333335,0.0,1172.4166666666667,1665.8333333333333,0.0,19.0,273.6666666666667,1285.5,59.5,4006.25,20.0,10.0,0.0,328.6666666666667,255.5,2147.25
2021-08-24 23:00:00+02:00,2152.6666666666665,0.0,793.75,1557.8333333333333,0.0,19.0,5.333333333333333,1290.9166666666667,48.333333333333336,4011.0,20.0,10.0,0.0,328.6666666666667,267.25,1860.5
